sentence,audio_kz_wav
Оның үстіне бұл саясатта ең мәртебелі саналатын мемлекеттік сапар.,nan
Тоқаев пен Штайнмайердің қызмет жолы ұқсас.,nan
Екі Президент те кезінде сыртқы істер министрі болған.,nan
Сондықтан әлемдік саясатты жақсы біледі.,nan
Қорған Қонысбайұлы @korgantore - Франк-Вальтер Штайнмайер – батыс саясаткері.,nan
2017 жылдың наурызынан бері Германияның Федералды президенті.,nan
Сақа саясаткер біздің елге геосаяси күрделі кезеңде келіп отыр.,nan
Осылайша Қазақстан мен Германия арадағы ынтымақтастықтың жаңа мүмкіндігін қарастырмақ.,nan
Тараптар Шығыс залына беттеді.,nan
Әуелі шағын құрамда келіссөз өткізді.,nan
Сосын кеңейтілген құрамда кездесті.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Сіздің сапарыңызды асыға күттік.",nan
Бұл сапар Қазақстан мен Германия арасындағы ынтымақтастықтың дамуына тың серпін беру үшін өте маңызды.,nan
Германия – Қазақстанның Еуропалық Одақтағы негізгі серіктестерінің бірі.,nan
Түрлі саладағы ынтымақтастықты нығайту үшін қолдан келгеннің бәрін жасаймыз.,nan
"Франк-Вальтер Штайнмайер, Германияның федералды президенті: - Біз дипломатиялық қарым-қатынасымыздың соңғы 30 жылына ғана емес, сонымен қатар сіз айтып өткендей, ынтымақтастығымыздың барлық салада қарқынды дамып келе жатқанына назар аударамыз.",nan
Неміс компаниялары Қазақстанға қомақты қаражат құйып келеді және бұл бағыт тек экономикалық саламен шектелмейді.,nan
Біздің Президент мырзамен ұстанымымыз ортақ және Қазақстанда жүргізіліп жатқан ауқымды реформаларға үлкен құрметпен қараймыз.,nan
Екі елде сауда-экономикалық ынтымақтастықтың аясын кеңейтуге бейілді.,nan
Келіссөз барысында да көп айтылғаны осы.,nan
Себебі Германияның Орталық Азия елдерімен сыртқы саудасының 80 пайыздан астамы біздің елге тиесілі.,nan
Былтыр екіжақты сауда-саттық шамамен 10 миллиард доллар болды.,nan
Қазақстан Германияның басты 50 экономикалық серіктесінің бірі.,nan
"Ерсұлтан Жансейітов, Әлемдік экономика және саясат институтының сарапшысы: - Қазақстан Германияны мұнаймен қамтамасыз етіп отырған негізгі төрт мемлекеттің бірі.",nan
Бұл елге негізінен шикізат жөнелтеміз.,nan
"Атап айтсақ, қара алтын, металл жіберсек, немістерден көлік пен технология әкелеміз.",nan
Енді азық-түлік экспортына басымдық берілмек.,nan
"Серік Жұманғарин, ҚР Премьер-министрінің орынбасары – сауда және интеграция министрі: - Соңғы уақытта Германияға ауыл шаруашылығы өнімдерін жеткізе бастадық.",nan
Оның ішінде зығыр және қарақұмық экспортын атап өтуге болады.,nan
Еуропа елі қазір біздің табиғи өнімдерге қызығушылық танытып отыр.,nan
Сондықтан келешекте арадағы сауда айналымы осы бағытта өсуі мүмкін.,nan
860 млн долларға 100 тауар түрін жөнелте аламыз.,nan
"Энергетика, өңдеу өнеркәсібі, машина жасау, көлік және логистика, жаңартылатын энергия, сирек кездесетін металдарды игеруде де келісім бар.",nan
"Мәселен, Шығыс Қазақстан облысындағы жаңа кен орнында қазақ пен неміс бірлесіп жұмыс істейді.",nan
"Марат Қарабаев, ҚР Индустрия және инфрақұрылымдық даму министрі: - Германияның үлкен компаниясы осында литий кен орынын дамыту бойынша үлкен қаржы, яғни шамамен 2 кен орынын 700 млн қаржы салып, соны игеруге бағытталып отыр.",nan
Жаңа кен орыны.,nan
Қазір білесіздер литийді мына батарея шығаруға өндіреді.,nan
Өздеріңіз білесіздер қазір Қазақстан ЕуроОдақпен бірге мына сирек кездесетін материалдар бойынша тиісті жұмыс атқарып жатыр.,nan
Бір бұл емес.,nan
Неміс компаниялары біздегі жасыл энергетика саласына инвестиция құяды.,nan
Тараптар Маңғыстау өңірінде жасыл сутегі өндіретін зауыттың құрылысын бастауды құптады.,nan
Құны 50 миллиард доллар болатын жобаны неміс-швед компаниясы жүзеге асырады.,nan
Ал оған керекті мамандар Ақтауда оқытылады.,nan
Сапар аясында білім-ғылымға қатысты 7 келісім бекіді.,nan
"Саясат Нұрбек, ҚР Ғылым және жоғары білім министрі: - Маңыздылығы Маңғыстау өңірінде үлкен жасыл сутегі зауыты ашылады.",nan
Сол водород баламалы энергияның жаңа қайнаркөзіне айналды.,nan
"Бұл үлкен өндіріске кадрлар дайындау, қолданбалы зерттеулер орталығы ретінде Есенов университеті және жаңадан құрылып жатқан неміс институты болып табылады.",nan
Келесі 10 жылда баламалы зерттеудің үлкен орталығын Ақтау қаласында қалыптастыруға.,nan
Геосаяси жағдай ушығып жатқанда кім-кімге де жаңа сауда жолдары керек.,nan
Бұл орайда Транскапий бағдарының әлеуеті зор.,nan
Мұның игілігін немістер де көре бастады.,nan
"Мәселен, бірер күнде Еуропаның ірі логистикалық компаниясы Транскаспий арқылы алғашқы жүкті Қытайдан Германияға жеткізеді.",nan
Яғни Орта дәлізді дамытуға неміс тарапы да үлес қоспақ.,nan
Жалпы Қытай – Еуропа арасында құрлық жолымен тасымалданатын жүктің 80 пайызы біз арқылы кетеді.,nan
Бұл дегеніміз Қазақстан өңірлік хабқа айнала бастады.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Қазақстан Германия экономикасын энергиямен және қажетті шикізатпен тұрақты қамтамасыз ете алады.",nan
Бұл қазіргі күрделі геосаяси және геоэкономикалық кезеңде аса маңызды.,nan
Германия тарапының өтініші бойынша Шведт қаласындағы мұнай өңдеу зауытына Қазақстан мұнайын жөнелту соның нақты мысалы.,nan
Жоспарланған шараларды тиімді жүзеге асыру үшін Штайнмайер мырзамен талқыланған бірнеше мәселені шешу қажет.,nan
Соның бірі көлік-логистика байланысын күшейту.,nan
Бүгінде «Орта дәліз» деп аталатын Транскаспий халықаралық көлік бағытының маңызы артып келеді.,nan
Біз мұны кездесу барысында ерекше атап өттік.,nan
Орта дәліздің негізгі бөлігі Маңғыстау облысы арқылы өтеді.,nan
Ф. Штайнмайер Маңғыстау өңіріне барады Ақтауға ертең  Штайнмайер мырзаның өзі барады.,nan
Бұл Батыс елдері басшыларының осы өңірге жасайтын алғашқы сапары болғалы тұр.,nan
"Германияның Федералды Президенті Маңғыстаудағы теңіз портына соғып, сондағы мүмкіндікті көзбен көрмекші.",nan
Яғни мемлекеттік сапардың ерекшілігі де осы.,nan
Мұның артында екі елге де олжа салатын мол мүмкіндік жатыр.,nan
Қорған Қонысбайұлы,nan
Президенттер кеңейтілген құрамда келіссөз жүргізді.,nan
Басқосуда тараптар геосаяси жағдайға қатысты ашық пікір алмасты.,nan
Мемлекет басшысы Қ.Тоқаев Франк-Вальтер Штайнмайердің мемлекеттік сапары қос ел ынтымақтастығын нығайтуға жол ашатынын атап өтті.,nan
"Енді білім, геология, өнеркәсіп және экономика салаларында ортақ жобалар іске асады.",nan
Бүгін президенттер бірнеше құжатқа қол қойылды.,nan
Олардың қатарында гипсокартон парақтары мен құрғақ құрылыс қоспаларын өндіретін зауыт салу туралы келісім бар.,nan
"Бұдан бөлек, Қазақстан мен Германия кәсіпорындары жолаушылар тасымалы және көлік-логистика саласындағы әріптестікті дамытады.",nan
Ақорда барлығы 9 құжаттың тізімін жариялады.,nan
"Бүгін елорданың күштік құрылымдары аяғынан тік тұрды, деп хабарлайды«Хабар 24».",nan
"Түс ауа қаланың қақ ортасындағы банк ғимаратын қарулы ер адам басып алып, 7 адамды кепілге алды.",nan
"Оқиға орнына полицейлер жедел жетіп, айнала толық қоршалып, арнайы операция бастаған.",nan
Операцияны Ішкі істер министрі Марат Ахметжанов басқарды.,nan
"Абырой болғанда, ешкім зардап шеккен жоқ.",nan
"Кепілге алған банк қызметкерлері босатылып, қаскөй ұсталды.",nan
Арнайы операция жергілікті уақытпен сағат 16:55-те аяқталды.,nan
"Тұтқындағы 7 адам босатылып, қаскөй ұсталды.",nan
Операцияны Ішкі істер министрі өзі басқарды.,nan
"Марат Ахметжановтың айтуынша, басқыншының назарын аудару үшін шу шығаратын граната қолданылған.",nan
"Ғимаратқа басып кірген соң, полицейлер көз ашытатын газ шашты.",nan
"Марат Ахметжанов, ҚР Ішкі істер министрі: - Қылмыскер ұсталды.",nan
Қазір тергеу амалдары жүріп жатыр.,nan
Ішінде болған жәбірленушілер аман-сау.,nan
7 адамды босаттық.,nan
Жеке құрамның жоғары дайындығын айтқым келеді.,nan
"Осындай қылмыскермен келіссөз жасап, арнайы шабуыл жасап, жәбірленушілерді босатты.",nan
Қазір банктің ішінде тергеу амалдары жүріп жатыр.,nan
Барлығы – осы банктің қызметкерлері.,nan
7 қыз бала.,nan
Барлығы босатылды.,nan
"Абырой болғанда, ешкім зардап шеккен жоқ.",nan
"Кепілде болған банк қызметкерлері де, басқыншы да аман.",nan
Тұтқынға түскен 3 азамат қорқақтап қалған.,nan
"Олардың жағдайын медицина қызметкерлері оқиға орнында тексеріп, көмек көрсетті.",nan
"Раушан Арманқызы, Қоғамдық денсаулық сақтау басқармасының ресми өкілі: - Кепілге алған тұрғындардың арасында жаралағандар жоқ.",nan
Жедел медициналық жәрдем қызметкерлері стреске жедел реакция диагнозымен 3 кепілге алынған тұрғынды тексерді.,nan
Ешкімді ауруханаға жатқызудың қажеттілігі туындамады.,nan
Қазір бұл оқиғаға қатысты қылмыстық кодекстің 261-бабы 2-бөлігінің 4 және 8-тармақтарымен сотқа дейінгі тергеп-тексеру басталды.,nan
"Бас прокуратураның мәлімдеуінше, банкке қарумен баса көктеп кірген тұлға Мурадов А. деген азамат екен.",nan
Жамбыл облысының тумасы.,nan
Бұрын бірнеше мәрте қылмыстық жауапкершілікке тартылған.,nan
Ал 2013 жылдан есірткіге тәуелді адамдар есебінде тұр.,nan
Қазір құрықталған азамат тергеу изоляторына қамалды.,nan
"Марат Ахметжанов, ҚР Ішкі істер министрі: - Әртүрлі талаптары болды оның қойған.",nan
"Енді соның бәрін осындай келіссөз кезінде қарап, сөйлесіп.",nan
Сосын енді көп қойып жатқан талаптары заңсыз.,nan
Сондықтан осындай күш қолдануды жөн көрдік.,nan
"Жан-жақты қарап, ең бірінші, біздің азаматшаларға ешқандай қауіп төндірмейтіндей жағдай жасап, сосын шабуыл жасадық.",nan
Қасында қыз болды.,nan
"Біздің бірінші қызметкер жүгіріп барып, қызды қолынан жұлып алып, өзінің денесімен жапты.",nan
"Содан кейін қалғандары біздің шұғыл қызметкерлер кіріп, өзін құрықтады.",nan
Қаскөймен келіссөз жүргізуге кәсіби мамандар тартылды.,nan
Ішкі істер министрі өзі тікелей келіссөз жүргізген.,nan
"Одан бөлек, Оқиға орнында «Арлан» арнайы жасағының қызметкерлері жұмыс істеді.",nan
Әскери қызметшілер арнайы операцияға тартылған жоқ.,nan
Тұрғындар: - Түстен кейінгі уақытта КСК-дан үйлеріңнен шығыңдар деді.,nan
"Міне 3 сағаттай болды, далада жүрміз.",nan
- Атыс бола ма деп қорықтық.,nan
7 адамды кепілдікке алғанын естідік.,nan
"- Сағат 1 жарымда полиция қызметкерлері барлық көршілер, тұрғындарға шығыңдар деп айтты.",nan
Осы аулада болдым куәгер ретінде.,nan
"Көп полиция қызметкері, спецназ болды.",nan
Зардап шеккендер болған жоқ.,nan
"Риат Шони, тілші: - Оқыс оқиға болған жердегі жағдай біршама тұрақталды.",nan
"Қазір тұрғындардың, көліктердің жүріп-тұруына ешбір шектеу жоқ.",nan
Полиция қызметкері тек қана банк бөлімшесінің алдын күзетке алған.,nan
Ал ғимарат ішінде тергеу амалдары жүріп жатыр.,nan
"Айта кету керек, барлық тергеу амалдары аяқталғаннан кейін Ішкі істер министрлігі алдағы уақытта осындай оқыс оқиғалардың алдын алу үшін банктерге арнайы нұсқаулықтар беретін болады.",nan
"Авторлары: Риат Шони, Бекзат Аман.",nan
"Қатон-Қарағай, Марқакөл және Мақаншы аудандары қалпына келтіріледі.",nan
"Мемлекет басшысы осындай шешім қабылдап, елдің мерейін асыратын жаңалықты бүгін Ұлттық Құрылтайда жеткізді.",nan
Алқалы жиында Қасым-Жомарт Тоқаев шекарадағы аймақтардың мәселесін көтерді.,nan
Сосын жер хақында айтты.,nan
"Шетелдіктерге бір уыс топырақ та, бір қарыс жер де берілмейді.",nan
- Ал әкімдер мен министрлер шашау шығармай жұмыс істеуге тиіс.,nan
Қасым-Жомарт Тоқаев «Мемлекет басшысын мадақтауды доғару керек.,nan
"Президент – әулие емес, халықтан биік тұлға емес» деді.",nan
Екінші ұлттық құрылтайда тағы не айтылды?,nan
Қорған Қонысбайұлы @korgantore - Елді ұйыстыратын құрылтайдың алғашқы отырысы былтыр ұлт ұясы Ұлытауда өткен.,nan
Сол кезде Мемлекет басшысы екінші құрылтайды қасиетті Түркістан төрінде ұйымдастыруды ұсынды.,nan
Бұл шаһардың біз үшін тарихи маңызы зор.,nan
Осынау топырақта хан-сұлтандарымыз дамылдап жатыр.,nan
Қазақта Күлтөбенің басында күнде жиын деген сөз қалған.,nan
Сол Күлтөбе біздің ту сыртымызда.,nan
"Яғни кезінде мына жерде елдік мәселе шешілген талай кеңес, жиындар өткен.",nan
Сондықтан екінші құрылтайға Түркістанның таңдалуы бекер емес.,nan
Қазақта өткен құрылтайдың бәрі ел дамуына айрықша әсер еткен.,nan
«Кеңесшіл ел кемдік көрмейді» деген нақыл содан қалса керек.,nan
Бабалар жолымен Құрылтай шақыру дәстүрін былтыр Мемлекет басшысы қайта жаңғыртты.,nan
"Президенттің көздегені елдік мәселеде ел азаматтарымен бір шаңырақ астында бас қосып, кеңесу.",nan
"Қ. Тоқаев: Ұлттық құрылтай – той емес Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Сөз басында бірден атап өтейін, меніңше, Ұлттық құрылтай бұл арқаны кеңге салып отыратын жиын емес.",nan
Сән-салтанатпен өткізетін той да емес.,nan
Бабаларымыз маңызды шешім қабылдар кезде немесе елге қатер төнген сын сағатта құрылтай шақырған.,nan
Бүгінгі құрылтайдың отырысы еліміздегі қайғылы оқиғадан кейін өтіп жатыр.,nan
"Абай облысында алапат өрт шығып, азаматтарымыз қаза тапты.",nan
"Тағы да қайталап айтқым келеді: біз мұндай оқиғадан сабақ алуымыз керек, нақты шешімдер қабылдауымыз қажет.",nan
Мемлекеттік наградалар тарихи тұлғалардың есімімен аталады Алқалы жиында Ұлттық құрылтай төрағасы 8 мәселеге тоқталды.,nan
Әуелгісі – еңбек адамы мен оған берілетін мемлекеттік награда.,nan
"Қазір бізде Әл-Фараби, Абай, Ахмет Байтұрсынұлы атындағы сыйлықтар бар.",nan
Алдағы уақытта да мемлекеттік наградалар айтулы тұлғаларымыздың есімімен аталады.,nan
Әсілінде ұлттық идеология осындай шешімдер арқылы қалыптасады.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Қолданыстағы кейбір ордендерді халқымыздың біртуар перзенттерінің есімімен атау мәселесін ойластыру қажет.",nan
"Мысалы, Бейбарыс Сұлтан және басқа да тарихи тұлғалар атындағы орденнің иегері атану кім-кімге де зор мәртебе болар еді.",nan
"Мен бұған дейін «Ел бірлігі» атты жаңа мемлекеттік награда әзірлеп, бекітуді тапсырдым.",nan
Алдағы Республика күнінде бұл марапат алғаш рет тапсырылады.,nan
Келесі жылғы Республика күнінде тарихи тұлғалардың атымен аталған ордендерді табыстаймыз.,nan
"Жыл соңына дейін осы мәселені мұқият сараптап, нақты ұсыныс енгізу қажет.",nan
Ел тарихының көптомдық жинағы жарық көреді Екінші - ұлтымыздың тарихи сана-сезімін жаңғырту.,nan
"Тарихта айрықша орны бар тұлғалардың бірыңғай тізімі жасалып, төл шежіремізді дәріптейтін көптомдық әзірленеді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Жеті томдық еңбекте еліміздің шынайы шежіресі толығымен жазылуы қажет.",nan
"Көптомдықтың тілі жеңіл, мәтіні кез келген жастағы оқырманға түсінікті болуы керек.",nan
"""Яссауитану"" ғылыми орталығы құрылады ЗКТ: Түркістанда тұрған Қожа Ахмет Ясауи кесенесі руханиятымыздың байлығы.",nan
Бұған дейін осы кесенеге ұлттық мәдени-тарихи ескерткіш мәртебесін беру ұсынылған.,nan
Бастаманы бүгін Мемлекет басшысы құптады.,nan
Әрі «Ясауитану» ғылыми орталығын немесе институтын құру керек деді.,nan
Осыдан соң Мемлекет басшысы ономастикаға тоқталды.,nan
"Жасыратыны жоқ, кейбір адамдардың қалауымен өмірбаяны қолдан жазылған Кеңес дәуірінің қайраткерлері бар.",nan
Енді мұндай жасанды тұлғалардың есімін түрлі нысандарға беру тоқтатылады.,nan
"Жалпы, ономастика саласындағы олқылықтар бұдан былай қадағалауда болады.",nan
"Ономастикаға айрықша мән беріледі Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Ономастика – бұл ата-бабаларымызға байланысты я белгілі тұлғалардың туысқандарының ісі емес.",nan
Бұл мемлекеттің шаруасы.,nan
Осы саладағы барлық рәсімдерді іс жүзінде реттеу маңызды.,nan
"Онда аймақтардың ерекшелігімен қатар, жалпыұлттық басымдықтар да ескерілуі керек.",nan
Ұрпақ тәрбиесі – ұлт мәселесі Төртінші - ұрпақ тәрбиесі.,nan
Бұл күн санап өзекті болып бара жатқан мәселе.,nan
Себебі қазір жас буынның тәлім алатын жері - әлеуметтік желі.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Ұрпақ тәрбиесіне ықпал ететін шараларға баса мән беруіміз керек.",nan
Бұл салада кемшіліктер көп екені жасырын емес.,nan
Мектептегі тәрбие жұмысы ақсап тұр.,nan
"Соңғы кезде оқушылардың бір-біріне қысым, зорлық-зомбылық, әлімжеттік көрсетуі жиі болып кетті.",nan
"Оны, тіпті, бейнетаспаға түсіріп, әлеуметтік желіге салу «сәнге» айналды.",nan
Кейде балалардың қатыгездігі жан түршіктіреді.,nan
"Ақпарат саясаты қайта қаралады Бесінші - ақпарат саясатының тиімділігін арттыру, креативті индустрияны дамыту.",nan
Бұл салада кем-кетік аз емес.,nan
Сондықтан ақпарат саясаты түбегейлі қайта қаралмақ.,nan
"Бибігүл Жексенбай  ҚР Парламенті Сенатының депутаты, Ұлттық құрылтай төрағасының орынбасары ""Балалар кітапханасы"" жаңа бағдарламасы әзірленеді Идеологиядағы басты бағыттың бірі – кітап.",nan
"Бірақ, біздің нарықта шетелдік ӘДЕБИЕТ басым.",nan
Кітаптардың 90 пайызға жуығы сырттан келеді.,nan
Қазір елдегі мектеп кітапханаларында 130 миллионнан астам туынды бар.,nan
"Бірақ, көркем әдебиет аз.",nan
"Жұлдыз Сүлейменова, ҚР Парламенті Мәжілісінің депутаты: Қ. Тоқаев: Кино саласын реформалау керек Мемлекет басшысы бүгін «Балалар кітапханасы» атты жаңа бағдарлама әзірлеуді міндеттеді.",nan
Қазақ әдебиетінің түрлі кезеңдерін және жанрларын қамтитын арнайы тізім жасалады.,nan
Сөйтіп сол тізімдегі кітаптар барлық балаға қолжетімді болады.,nan
Құрылтайда кино мәселесі ДЕ көтерілді.,nan
ФильмДЕР ЖӨНІНДЕ өнер қайраткері Азамат Сатыбалды сөйледі.,nan
Қазір елдегі киноның 90 пайызы қазақ тілінде.,nan
Бір қарағанда көңіл толатын сан.,nan
"Бірақ, мұның дені комедиялық жанрдағы туынды.",nan
Мазмұны жоқ.,nan
"Азамат Сатыбалды, Т. Жүргенов атындағы Қазақ ұлттық өнер академиясының ректоры - Азамат Сатыбалдының ұсынысын Мемлекет басшысы қолдады.",nan
Арзан кинодан тек кинотеатр иелері ұтады.,nan
Билеттен түскен қаржының едәуір бөлігі тағы да сол кинотеатрлар мен жеке компания басшыларының қалтасына кетеді.,nan
Бұл салаға тың серпін керек.,nan
Киноиндустрия бұдан былай экономиканың жеке тармағы ретінде қарастырылады.,nan
Туындылардың мазмұнына баға беріледі.,nan
"Қасым-Жомарт Тоқаев өскелең ұрпақ шетелдің кейіпкеріне емес, өз батырларымызға қарап бой түзеуге тиіс деді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Кезінде шыққан «Қыз Жібек», «Отырардың күйреуі», «Атаманның ақыры» сияқты классикалық фильмдер түсірілуі керек деп санаймын.",nan
"Сол кезде шығармашылық еркіндік, мол қаражат және компьютерлік графика да болған жоқ.",nan
"Дегенмен, фильмдер түсірілді, әлі күнге дейін халықтың жүрегінен ойып тұрып орын алады.",nan
"Шынын айтуымыз керек, соңғы кезде түсірілген тарихи фильмдердің олқылықтары көп.",nan
"Сол үшін мамандармен ақылдасып, жалпы кино саласын реформалау керек.",nan
Шекарадағы аудандар қайта ашылады Құрылтайда стратегиялық маңызға ие мәселе қаралды.,nan
Бұл шекаралас аймақтарды дамыту.,nan
Осы орайда Мемлекет басшысы көпшілікке ақжолтай ақпар жеткізді.,nan
Ертеректе жабылып қалған аудандар қайта ашылаДЫ.,nan
"Қасым-Жомарт Тоқаев бабадан қалған ұлан-ғайыр атырапты сақтап, көркейту – қасиетті борышымыз деді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Осы орайда «Жеріміз шетелдіктерге сатылып жатыр» деген сөз ара-тұра айтылып жатады.",nan
Бұл жалған ақпарат.,nan
Біз бабалар аманатына әрдайым адал боламыз.,nan
"Шетелдіктерге қазақтың бір қарыс жерін де, бір уыс топырағын да бермейміз.",nan
Оны көздің қарашығындай сақтаймыз.,nan
Шекара маңындағы елді мекендердің ахуалы жеріміздің тұтастығына және еліміздің амандығына тікелей ықпал етеді.,nan
Шын мәнінде бұл стратегиялық маңызы бар мәселе.,nan
"Өкінішке орай, шекара шетіндегі кейбір елді мекенде халық саны күрт азайып кетті.",nan
«Аманат» партиясы бірқатар шекаралас ауданды қалпына келтіру туралы бастама көтергенін білесіздер.,nan
Үкімет менің тапсырмаммен бұл мәселені пысықтады.,nan
"Мен соған сәйкес Қатон-Қарағай, Марқакөл және Мақаншы аудандарын қалпына келтіру туралы негізгі шешімді қабылдадым.",nan
Қажетті есеп-қисап жасалады.,nan
Бюджет қаралады.,nan
"Тиісті жұмыстың бәрі биыл аяқталып, алдағы екі жылдың ішінде осы үш аудан қалпына келтіріледі.",nan
"Дәулет Тұрлыханов , ҚР Парламенті Мәжілісінің депутаты: Қ. Тоқаев: Президент халықтан биік тұлға емес Президент құрылтайды мемлекеттік аппарат мәселесімен түйіндеді.",nan
Басшылық құрамды жаңарту жұмысы жалғасады.,nan
Мемлекеттік аппарат өкілдерінің сана-сезімін өзгертуге басымдық берілмек.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының президенті: - Мемлекет басшысы ретінде айтарым, министрлердің, әкімдердің және басқа да мемлекеттік қызметшілердің бойында негізгі екі қасиет болуы керек.",nan
"Бұл профессионализм, яғни нағыз маман болу және отаншылдық.",nan
"Ал, олардың Президенттің жеке басына адалдығы мен үшін маңызды емес.",nan
"Мемлекет басшысын мадақтаудан гөрі жұмысты адал атқарып, халықтың алдында абыройлы болу әлдеқайда маңызды.",nan
"Президент – әулие емес, халықтан биік тұлға емес.",nan
Барлық мемлекеттік қызметшілерге осыны айтқым келеді.,nan
Үшінші құрылтай Сарайшықта өтеді Елге өзгеріс керек деп жиі айтамыз.,nan
"Бірақ сол өзгеріс саясат, экономикамен шектелмеу керек.",nan
Мемлекет басшысы Ұлттың рухын жаңғыртуға күш салатынын айтты.,nan
"Бұл міндетті абыроймен атқарсақ, қазақтың ренессанс дәуірі, яғни түбегейлі өзгерістер заманы келеді деді.",nan
Екінші құрылтай осылай ерекшеленді.,nan
Бұл жолы негізінен руханиятқа басымдық берілді.,nan
Келесі отырыс атақты хандарымыз ордасын тіккен Сарайшық қаласында өтеді.,nan
"Қорған Қонысбайұлы, Еділ Ермекбаев, Ділмұрат Сейдаханов",nan
Әділетті Қазақстанды адал азаматтар құрады.,nan
Бұл – бір-бірімен өте тығыз байланысты ұғымдар.,nan
Мемлекет басшысы Түркістандағы Ұлттық құрылтайдың отырысында осындай пайым айтты.,nan
"Отанға, отбасына адалдық, парасаттылық пен адамгершіліктің белгісі, - деді Мемлекет басшысы.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Адал еңбек етіп, адал табыс тапқан адам жетістікке жетеді, құрметке ие болады.",nan
Ұлы Абай «Адал еңбекпен мал іздемек – арлы адамның ісі» деген.,nan
Ал арлы адам әділетсіздік жасамайды.,nan
"Әр салада адалдық басты орында тұрса, әділ қоғам орнайды.",nan
"Жемқорлыққа жол берілмейді, ел мүддесіне сай шешім қабылданады.",nan
"Мемлекеттік саясатта талдау, сараптама жасау қызметі, сапалы жүргізілуге тиіс.",nan
Қоғам тынысы әрдайым назарда болуы өте маңызды.,nan
"Шешім қабылдағанда жұрттың ұсыныс-тілектерін, пікірін ескеру қажет.",nan
«Барлық құзырлы органдар осындай тәсілмен жұмыс істеуге міндетті.,nan
Мен мұны үнемі айтып жүрмін.,nan
"Түптеп келгенде, бұл – тұрақтылық пен тыныштықтың, өсіп-өркендеудің кепілі.",nan
"«Халық үніне құлақ асатын мемлекет» тұжырымдамасының мән-маңызы, өзегі – осында», - деді Президент.",nan
"Бүгін Президент Қасым-Жомарт Тоқаев Түркістан қаласында Ұлттық құрылтайдың екінші отырысын өткізеді, деп хабарлайды«Хабар 24».",nan
Бірінші күні 3 жұмыс секциясы өтті.,nan
"Отырыста қоғамды жаңғырту, мәдени рухани даму, сонымен қатар білім және ғылым саласындағы өзекті мәселелер жан-жақты талқыланып, шешу жолдары ұсынылды.",nan
"Киелі Түркістан шаһарындағы ұлы жиынға ұлтқа қызмет етіп жүрген барлық саланың мамандары мен майталмандары, зиялы қауым өкілдері, ғалымдар мен қоғамдық пікір көшбасшылары жиналды.",nan
Құрылтайдың бірінші күні 3 жұмыс секциясы өтті.,nan
"Отырыста қоғамды жаңғырту, мәдени рухани даму сонымен қатар, білім және ғылым саласындағы өзекті мәселелер жан жақты талқыланып, шешу жолдары ұсынылды.",nan
"Аида Балаева, ҚР Президенті Әкімшілігі Басшысының орынбасары, Ұлттық құрылтай хатшысы: - Құрылтайдың жұмысы 3 тақырып секция аясында жүргізілді.",nan
"Нәтижесінде 50-ден астам Ұлттық құрылтай мүшесі сөз алып, өз ұсыныстарын ортаға салды.",nan
"Осылайша, құрылтайдың бірінші күнінің қорытындысы бойынша, ұзын саны 100-ден астам ұсыныс келіп түсті.",nan
"Ұсыныстар мазмұны жағынан да, мән-маңызы жағынан да өте ауқымды және көптеген бағыттарды қамтиды.",nan
"Осы жұмыс секциялары отырысының қорытындысы бойынша, жиналған барлық ұсыныстарды Мемлекет басшысының назарына жеткізіп, мемлекеттік органдармен бірлесіп, іске асыру арнайы жоспары әзірленетін болады.",nan
"Бірінші сессияда Ұлттық құрылтай мүшелері азаматтық қоғамды дамыту, этносаралық бірлікті нығайту, қоғамдық бірлестіктердің заңнамалық реттеу, ұлттық идеология, өңірлердегі қоғамдық кеңестердің рөлі талқылады.",nan
Қоғам тарапынан келіп түскен бірқатар мәселелерді құрылтайда қаралды.,nan
Ол үшін былтыр ЕГОВ платформасында арнайы өтініш қабылдау тетігі іске қосылды.,nan
"Ақпарат және қоғамдық даму министрлігінің мәліметінше, оған 11 бағыттағы 424 ұсыныс келіп түскен.",nan
Сондай-ақ Ұлттық құрылтай жұмысын насихаттайтын арнайы бағдарламалар ашылған.,nan
"Дархан Қыдырәлі, ҚР Ақпарат және қоғамдық даму министрі: - Осы жылдың басынан бері айына бір рет Хабар телеарнасында «Ұлттық құрылтай» атты арнайы бағдарлама көрсетіліп келеді.",nan
Оған әр кезеңде әр түрлі өңір қосылады.,nan
"Бағдарлама Ұлттық құрылтай мүшелерін, сарапшылар елімізді дамытуға ықпал ететін ұсыныстарды талқылайды.",nan
